14.0000000000 10.0000000000
25.0000000000 10.0000000000
27.0710678101 20.0000000000
20.0000000000 20.0000000000
27.0710678101 20.0000000000
25.0000000000 30.0000000000
14.0000000000 30.0000000000
14.0000000000 10.0000000000


20.0000000000 20.0000000000


14.0000000000 70.0000000000
25.0000000000 70.0000000000
27.0710678101 80.0000000000
20.0000000000 80.0000000000
27.0710678101 80.0000000000
25.0000000000 90.0000000000
14.0000000000 90.0000000000
14.0000000000 70.0000000000


20.0000000000 80.0000000000


134.0000000000 10.0000000000
145.0000000000 10.0000000000
147.0710754395 20.0000000000
140.0000000000 20.0000000000
147.0710754395 20.0000000000
145.0000000000 30.0000000000
134.0000000000 30.0000000000
134.0000000000 10.0000000000


140.0000000000 20.0000000000


50.0000000000 100.0000000000
50.0000000000 120.0000000000
80.0000000000 120.0000000000
80.0000000000 100.0000000000
50.0000000000 100.0000000000


70.0000000000 20.0000000000
70.0000000000 50.0000000000
80.0000000000 50.0000000000
80.0000000000 20.0000000000
70.0000000000 20.0000000000


140.0000000000 90.0000000000
140.0000000000 130.0000000000
180.0000000000 130.0000000000
180.0000000000 90.0000000000
140.0000000000 90.0000000000


